age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,customer_id,loan_amount,loan_approval_probability
54,Private,139850,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,45279,0.0,0.0935404822230339
32,Private,222205,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,40616,0.0,0.25860849022865295
20,Private,177287,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,15498,0.0,0.0009990261169150472
51,Private,205884,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,43114,0.0,0.19416171312332153
31,Private,244665,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,Honduras,43553,0.0,0.02340126968920231
39,Private,91367,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,United-States,46972,60974.8671875,0.5561681389808655
52,Private,173987,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1119,0.0,0.11999353021383286
65,Private,204042,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,20,United-States,31200,0.0,0.010347363539040089
33,Private,104509,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,11735,0.0,0.47376778721809387
36,Private,266347,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,43,United-States,6421,0.0,0.03390205278992653
58,Private,206814,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,50,United-States,1591,62652.71875,0.9709789156913757
22,Private,237386,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,2864,0.0,0.0049610440619289875
55,Self-emp-not-inc,193374,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,35881,0.0,0.03418215736746788
25,Private,237865,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,42,United-States,34797,0.0,0.00229939678683877
63,Private,143098,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,21532,48530.9921875,0.7382315397262573
31,Private,221167,Prof-school,15,Divorced,Tech-support,Not-in-family,White,Female,0,0,35,United-States,44401,0.0,0.004436636809259653
32,Private,394708,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,645,0.0,0.022370897233486176
18,,78181,HS-grad,9,Never-married,,Own-child,White,Female,0,0,20,United-States,39458,0.0,0.0007750017684884369
63,,68954,HS-grad,9,Widowed,,Not-in-family,Black,Female,0,0,11,United-States,26154,0.0,0.0017040448728948832
61,,347089,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,16,United-States,17723,0.0,0.006324698217213154
25,Private,167031,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,27958,0.0,0.0012177942553535104
32,State-gov,481096,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,10,United-States,37460,0.0,0.0008115418604575098
41,Private,66118,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,28018,0.0,0.08463098108768463
58,Private,170108,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,42129,0.0,0.1725900024175644
38,Private,166062,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,1220,0.0,0.01963503472507
65,Local-gov,200764,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,2005,0.0,0.003996037412434816
33,Self-emp-not-inc,203784,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,62,United-States,29170,0.0,0.033120427280664444
43,Private,212888,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,4505,0.0,0.12649957835674286
24,Private,103064,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,36166,0.0,0.011964756064116955
21,Private,25505,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,47720,0.0,0.007148739881813526
23,Private,117789,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,16876,0.0,0.005978193134069443
31,Private,381153,10th,6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,20306,0.0,0.0070661199279129505
23,Federal-gov,39603,Some-college,10,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,30394,0.0,0.11342991143465042
27,State-gov,122540,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,2875,0.0,0.008494467474520206
70,Private,221603,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,34,United-States,38254,0.0,0.11344978958368301
42,Private,373469,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,35576,0.0,0.30368220806121826
25,Private,93223,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,37911,0.0,0.15898825228214264
18,Private,193741,11th,7,Never-married,Other-service,Other-relative,Black,Male,0,0,30,United-States,20019,0.0,0.0006224330863915384
27,Private,200928,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,22,United-States,47909,0.0,0.003098882269114256
28,Private,144063,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,21594,0.0,0.006582203321158886
22,Private,125010,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,12751,0.0,0.0015358069213107228
25,Self-emp-not-inc,195000,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,2768,0.0,0.003171575954183936
56,Local-gov,391926,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,30093,0.0,0.04803483560681343
40,Self-emp-inc,140915,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,40,France,12010,0.0,0.15646593272686005
45,Self-emp-inc,122206,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,32546,0.0,0.07916741818189621
22,Private,218215,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,2464,0.0,0.0028160945512354374
43,Private,190885,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,0,0,38,Mexico,11633,0.0,0.03421874716877937
31,Private,149507,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,40396,0.0,0.05198854207992554
35,Private,160120,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,31164,0.0,0.14867094159126282
60,Private,202226,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,44,United-States,45573,0.0,0.1345762014389038
44,Self-emp-not-inc,22933,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,14444,0.0,0.025482317432761192
51,Self-emp-inc,183173,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,37602,0.0,0.1150975227355957
52,Private,106176,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Male,0,3770,40,United-States,9304,103067.7890625,0.9411421418190002
69,Private,168139,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,17395,0.0,0.16675227880477905
42,Private,210857,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,1123,51221.0859375,0.9507842659950256
49,Self-emp-not-inc,39140,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,629,0.0,0.10163924843072891
79,Local-gov,84616,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,7,United-States,22282,0.0,0.003627762896940112
54,Private,27484,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,4525,0.0,0.06572340428829193
37,Private,149347,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,9119,30204.361328125,0.5296050310134888
27,Private,311446,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,Germany,12432,0.0,0.051841024309396744
40,Private,316820,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,26472,0.0,0.26970309019088745
46,State-gov,171926,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,7430,0,50,United-States,13748,48301.015625,0.9319706559181213
57,Private,24384,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,10,United-States,41124,0.0,0.0013195944484323263
46,Self-emp-not-inc,233974,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,44073,0.0,0.01926649734377861
50,Private,34067,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,47336,0.0,0.18775731325149536
37,Private,324947,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,44238,0.0,0.15186861157417297
39,Private,46395,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,4449,0.0,0.10988226532936096
54,Private,147863,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,5013,0,40,Vietnam,27871,54058.12109375,0.9210681319236755
39,Federal-gov,129573,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,1741,40,United-States,26782,0.0,0.3626273572444916
54,Private,220115,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,19328,0.0,0.02581186778843403
18,Private,240747,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,Dominican-Republic,17480,0.0,0.0011613242095336318
47,Local-gov,154940,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,20490,0.0,0.11811097711324692
45,Private,105779,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,15254,0.0,0.1270788609981537
64,Private,192596,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,33275,0.0,0.01459476724267006
19,Private,267796,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,10531,0.0,0.0015304485568776727
19,Private,264876,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,470,0.0,0.0011775451712310314
38,Private,322092,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,12628,0.0,0.003864262718707323
23,Private,239663,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,2597,0,50,United-States,46857,0.0,0.016079507768154144
22,Private,326334,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,38047,0.0,0.006732669658958912
50,Private,178946,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,3759,50423.62109375,0.605713963508606
34,Federal-gov,400943,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,950,0.0,0.014771966263651848
30,Self-emp-not-inc,278522,11th,7,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,32505,0.0,0.0009664858807809651
19,Private,238144,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,10060,0.0,0.0009339565294794738
21,Private,236696,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,57,United-States,17578,0.0,0.004801162518560886
38,,94559,Bachelors,13,Married-civ-spouse,,Wife,Other,Female,7688,0,50,,41641,49250.5390625,0.9470352530479431
63,Private,137192,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South,25178,55887.2265625,0.5634514093399048
29,Private,283227,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,11073,0.0,0.023418787866830826
59,Private,258579,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,35,United-States,37441,33651.94140625,0.6028497815132141
32,Private,269182,Some-college,10,Separated,Tech-support,Unmarried,Black,Female,3887,0,40,United-States,47193,18474.05078125,0.7420526146888733
26,,40032,Bachelors,13,Never-married,,Not-in-family,White,Female,0,0,40,United-States,8876,0.0,0.004057067446410656
43,Private,355728,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,45209,0.0,0.0062740277498960495
54,Self-emp-not-inc,118365,10th,6,Divorced,Other-service,Not-in-family,Black,Female,0,0,10,United-States,42926,0.0,0.0010329521028324962
28,State-gov,119793,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,24052,0.0,0.0709272101521492
27,State-gov,208406,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,27792,0.0,0.005186886992305517
17,,256496,10th,6,Never-married,,Own-child,White,Male,0,0,35,United-States,4746,0.0,0.0008782662334851921
60,Private,160625,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,United-States,23187,46111.6640625,0.7709874510765076
28,Private,266070,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,44183,0.0,0.037903379648923874
39,Local-gov,119421,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,42,United-States,46091,0.0,0.3587355315685272
26,Private,291968,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,37705,0.0,0.014440154656767845
38,Private,186191,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,13096,0.0,0.0519835390150547
25,Private,192273,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,32667,0.0,0.06640590727329254
33,Self-emp-inc,206609,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,1876,50,United-States,8239,0.0,0.1800725907087326
35,Private,109351,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,8614,0,45,United-States,46085,48089.83203125,0.9548913836479187
42,Private,24982,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,47900,40710.2265625,0.970253050327301
64,Private,285052,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,10,United-States,38625,0.0,0.0049782367423176765
60,Private,39263,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,3325,0,35,United-States,1711,0.0,0.13127762079238892
28,Private,33798,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,45347,0.0,0.0060479664243757725
55,Local-gov,30636,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,4623,47808.6953125,0.7076408267021179
36,Private,102729,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,28613,0.0,0.08188258111476898
25,Private,61956,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,25394,0.0,0.008223557844758034
60,Self-emp-inc,376133,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,15024,0,15,United-States,31112,33852.3984375,0.9326026439666748
29,Private,203833,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,26497,0.0,0.010784506797790527
53,Private,22154,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,17504,41176.375,0.5589643120765686
25,,219897,Masters,14,Never-married,,Not-in-family,White,Female,0,0,35,Canada,45896,0.0,0.00245567224919796
26,Private,339324,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,96,United-States,43876,0.0,0.03309287503361702
51,Private,53197,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,44590,39678.99609375,0.5863463878631592
64,Self-emp-not-inc,352712,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,36761,0.0,0.13399744033813477
36,Local-gov,188798,11th,7,Separated,Prof-specialty,Unmarried,Other,Female,0,0,30,United-States,14238,0.0,0.011781394481658936
34,Private,144798,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,39632,0.0,0.02012808248400688
19,,425447,HS-grad,9,Never-married,,Unmarried,Black,Female,0,0,40,United-States,30928,0.0,0.004671022761613131
30,Private,194141,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1617,40,United-States,34467,0.0,0.03894588351249695
33,Private,209768,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,22915,0.0,0.22212955355644226
23,Private,199011,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,843,0.0,0.0006718477234244347
22,State-gov,264710,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,29949,0.0,0.0033081844449043274
35,Private,60227,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,8898,0.0,0.11029829829931259
32,Private,63910,HS-grad,9,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,26853,0.0,0.0020899404771625996
62,Private,26966,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,37507,0.0,0.07386646419763565
26,Private,167848,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,35703,0.0,0.0010867433156818151
47,Private,213140,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,18925,53052.8046875,0.9685583114624023
35,Private,109133,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,,12371,0.0,0.00741529418155551
29,Self-emp-not-inc,132686,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,Italy,19215,0.0,0.05690716207027435
70,Private,174032,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,48315,0.0,0.20642471313476562
18,Private,120691,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,,26131,0.0,0.0014501605182886124
28,Private,334032,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,32614,0.0,0.012072408571839333
21,State-gov,96483,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,12,United-States,43637,0.0,0.0007907535182312131
25,Local-gov,112835,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,19789,0.0,0.004916044417768717
46,Self-emp-not-inc,225456,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,47563,0.0,0.030771667137742043
36,Private,279615,Bachelors,13,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,28076,0.0,0.053357332944869995
33,Private,185177,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,12484,0.0,0.002395098563283682
42,Private,304605,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,7680,32012.25,0.6283676624298096
49,Local-gov,192349,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,4650,0,40,United-States,22763,42950.50390625,0.6804596781730652
51,Self-emp-inc,189183,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,29079,0.0,0.1436258852481842
31,Private,178841,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,39157,0.0,0.004090623464435339
45,Self-emp-inc,173664,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,48746,0.0,0.16087400913238525
21,State-gov,181761,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,10,United-States,18397,0.0,0.0008872104226611555
27,Private,388998,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,13550,0,46,United-States,45601,47164.359375,0.9770392775535583
41,Local-gov,195897,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,40271,0.0,0.4159700870513916
34,Self-emp-not-inc,581025,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,38,United-States,6416,0.0,0.0012799485120922327
25,Private,216583,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,43175,0.0,0.018626295030117035
23,Private,349156,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,45,United-States,15846,0.0,0.001452108845114708
43,Self-emp-not-inc,75993,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,2186,0.0,0.08790475875139236
36,Private,262688,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,7688,0,50,United-States,45010,31317.91015625,0.963039755821228
42,Private,178074,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,36312,0.0,0.012569149024784565
58,Local-gov,318537,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,35676,0.0,0.04001044109463692
45,Local-gov,251786,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,4983,0.0,0.01144884992390871
61,Private,244261,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,7213,0.0,0.13089437782764435
18,,97318,HS-grad,9,Never-married,,Own-child,White,Female,0,0,35,United-States,25640,0.0,0.0010532645974308252
26,Private,125680,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,16,Japan,18378,0.0,0.0019383259350433946
58,Private,322691,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,25287,0.0,0.20350685715675354
38,Private,107303,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,39302,0.0,0.17772452533245087
34,Private,271933,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,1741,45,United-States,18809,0.0,0.15039598941802979
53,Private,172962,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,7461,0.0,0.49494612216949463
37,Private,265038,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,19790,0.0,0.35009631514549255
53,Private,110747,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1508,0.0,0.2786623537540436
44,Federal-gov,192771,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,44629,0.0,0.19641715288162231
32,Private,209691,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,33324,0.0,0.19788706302642822
24,,114292,9th,5,Never-married,,Own-child,White,Male,0,0,40,United-States,36350,0.0,0.0013234156649559736
23,Private,183789,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,38772,0.0,0.002700312063097954
23,Private,107190,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,23319,0.0,0.0011017555370926857
34,Local-gov,362775,10th,6,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,30,United-States,3017,0.0,0.0027548715006560087
51,Private,263439,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,11301,0.0,0.29710879921913147
44,Local-gov,143104,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,12155,0.0,0.09188839793205261
23,Private,65225,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,3403,0.0,0.0010417158482596278
41,Self-emp-inc,240124,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,12288,0.0,0.15792915225028992
43,Local-gov,216116,Masters,14,Separated,Prof-specialty,Unmarried,Black,Female,0,0,37,United-States,36900,0.0,0.36141934990882874
50,Self-emp-inc,304955,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,41877,59643.06640625,0.6174276471138
53,Private,225768,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,20171,0.0,0.2450244128704071
51,Private,56915,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,16729,0.0,0.1272750347852707
48,Local-gov,328610,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,15191,47097.32421875,0.5322110056877136
43,Private,248094,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,7880,0.0,0.04870253801345825
20,Private,194247,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,41821,0.0,0.0007675940869376063
43,Private,183273,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United-States,42873,44834.046875,0.9877415895462036
17,Private,139183,10th,6,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,19713,0.0,0.0007214400684460998
46,Without-pay,142210,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,25,United-States,33094,0.0,0.00611702399328351
19,Private,243373,12th,8,Never-married,Sales,Other-relative,White,Male,1055,0,40,United-States,38889,0.0,0.0011847108835354447
43,Private,151089,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,38480,0.0,0.4497969448566437
29,Private,337953,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,2885,0,40,United-States,15598,0.0,0.25528621673583984
23,Private,163665,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,45785,0.0,0.001604584977030754
40,Private,183096,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,33684,0.0,0.034829240292310715
32,Local-gov,178107,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,2361,0.0,0.002714339643716812
23,,148751,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,35,United-States,18662,0.0,0.0017959687393158674
32,Self-emp-not-inc,24529,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,5529,0.0,0.042867232114076614
32,Self-emp-inc,317660,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,16387,32751.1640625,0.9203974008560181
24,Private,361278,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,14876,0.0,0.0045768264681100845
64,Federal-gov,341695,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,43081,0.0,0.18355238437652588
47,Self-emp-not-inc,182752,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,Iran,26407,0.0,0.12049628794193268
56,Self-emp-not-inc,403072,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,40473,44243.6875,0.5748850703239441
48,Local-gov,407495,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,32672,0.0,0.3210805654525757
47,Private,194772,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,18308,0.0,0.06397326290607452
36,Private,172129,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,44967,0.0,0.006984253413975239
20,Private,368832,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,8386,0.0,0.0010660320986062288
46,Private,360593,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,4650,0,44,United-States,11620,44898.3515625,0.78030925989151
67,,40021,Doctorate,16,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,12038,0.0,0.0902019739151001
